id,article_id,article_title,section_path,heading,level,question,base_pca1,base_pca2,instruct_pca1,instruct_pca2,base_total_influence,instruct_total_influence,base_top_k_count,instruct_top_k_count,influence_diff,norm_base_influence,norm_instruct_influence,bert_umap1,bert_umap2,base_hub_score,instruct_hub_score
1327,4727,Plant,Importance to humans > Ornamental plants,Ornamental plants,3,Why do people grow decorative plants?,5.170365,7.337906,11.06633,-0.434496,0.0,0.0,0,0,0.0,0.0,0.0,2.82255,1.8185161,-10,-10
1328,4727,Plant,Importance to humans > In science,In science,3,How are plants used in scientific research?,1.865572,8.263121,5.525139,1.307872,1.387193,1.214717,5,4,-0.172476,0.01382,0.016485,2.7329204,1.6618047,-5,-6
1329,4727,Plant,"Importance to humans > In mythology, religion, and culture","In mythology, religion, and culture",3,What role do plants play in human culture and religion?,8.483101,6.813965,12.861082,1.538103,1.19881,1.124413,4,3,-0.074397,0.011944,0.01526,5.8409047,3.366042,-6,-7
1330,4727,Plant,Importance to humans > Negative effects,Negative effects,3,What harmful effects can plants have?,7.446007,4.992002,12.35387,0.650626,0.0,0.969879,0,1,0.969879,0.0,0.013163,2.8295102,1.8419077,-10,-9
1331,4768,Politics,Introduction,Introduction,0,What is politics?,1.75985,6.590497,5.072869,0.509207,0.0,0.0,0,0,0.0,0.0,0.0,8.232015,-1.7167432,-10,-10
1332,4768,Politics,Etymology,Etymology,2,Where does the word politics come from?,5.718029,6.134467,10.831493,-0.69877,0.0,0.0,0,0,0.0,0.0,0.0,8.680292,-0.83788854,-10,-10
1333,4768,Politics,Etymology > Definitions,Definitions,3,How do scholars define politics?,4.640303,7.991342,12.767547,2.181311,1.201455,0.960192,4,1,-0.241263,0.01197,0.013031,8.627062,-1.4487047,-6,-9
1334,4768,Politics,Approaches > Extensive and limited,Extensive and limited,3,What are extensive and limited approaches to politics?,8.443258,5.996387,3.848715,0.898701,1.321518,1.448644,6,9,0.127126,0.013166,0.01966,8.583388,-1.4907824,-4,-1
1335,4768,Politics,Approaches > Moralism and realism,Moralism and realism,3,How do moralism and realism differ in political theory?,8.542481,7.285936,12.853694,1.396911,1.719462,1.835518,7,9,0.116056,0.017131,0.024911,8.635271,-1.4695594,-3,-1
1336,4768,Politics,Approaches > Conflict and co-operation,Conflict and co-operation,3,Is politics mainly about conflict or cooperation?,5.735026,5.362061,9.291601,0.922942,0.961653,1.05006,1,2,0.088407,0.009581,0.014251,8.573589,-1.3248082,-9,-8
1337,4768,Politics,History > Early states,Early states,3,When did the first political states emerge?,1.630809,8.909208,10.867726,-0.07634,0.589175,0.0,3,0,-0.589175,0.00587,0.0,8.251221,-0.34167603,-7,-10
1338,4768,Politics,History > Early states > State formation,State formation,4,How did early states form?,4.770762,8.152714,9.285899,3.605395,1.622029,1.480992,9,6,-0.141036,0.01616,0.020099,8.235268,-0.6731379,-1,-4
1339,4768,Politics,History > Early states > Ancient history,Ancient history,4,What were ancient political systems like?,5.749376,7.112818,5.738601,0.638974,2.203139,6.430771,12,35,4.227632,0.021949,0.087275,8.218778,-0.2899589,2,25
1340,4768,Politics,History > Modern states,Modern states,3,How did modern states develop?,7.554849,5.547919,12.49485,0.832582,7.09927,1.579956,35,6,-5.519313,0.070729,0.021442,8.412359,-0.44305852,25,-4
1341,4768,Politics,History > Globalization,Globalization,3,How has globalization changed politics?,4.299216,7.72168,9.718721,2.843753,1.123951,1.490868,3,7,0.366917,0.011198,0.020233,7.982598,-1.4066103,-7,-3
1342,4768,Politics,Political science,Political science,2,What does political science study?,0.704061,7.417864,5.014321,1.855717,0.0,0.0,0,0,0.0,0.0,0.0,7.785045,4.4036403,-10,-10
1343,4768,Politics,Political system,Political system,2,What is a political system?,6.446765,4.946819,5.944561,2.713548,0.0,0.0,0,0,0.0,0.0,0.0,8.237713,-1.7926227,-10,-10
1344,4768,Politics,Political system > Forms of government,Forms of government,3,What are the different forms of government?,4.349658,7.168637,7.718864,3.506506,3.775633,10.102673,20,73,6.327039,0.037616,0.137108,8.365695,-1.8730761,10,63
1345,4768,Politics,Political system > Forms of government > Source of power,Source of power,4,Where does political power come from?,8.038005,7.061243,9.285308,3.618671,0.973284,1.07995,1,2,0.106667,0.009697,0.014656,8.330744,-1.9198121,-9,-8
1346,4768,Politics,Political system > Forms of government > Vertical integration,Vertical integration,4,How does vertical integration work in government?,7.082746,6.37067,11.741037,1.094234,0.0,0.0,0,0,0.0,0.0,0.0,8.252188,-1.7916733,-10,-10
1347,4768,Politics,Political system > State,State,3,What defines a state?,-0.104495,6.777257,6.586271,0.445662,0.0,0.0,0,0,0.0,0.0,0.0,8.52678,-1.317515,-10,-10
1348,4768,Politics,Political system > Constitutions,Constitutions,3,What role do constitutions play in politics?,1.639137,9.618111,6.646685,-0.308929,1.454787,3.832798,9,38,2.37801,0.014494,0.052017,8.542142,-1.8982489,-1,28
1349,4768,Politics,Political system > Political culture,Political culture,3,What is political culture?,6.307141,9.165972,12.050908,1.508714,0.966994,1.427143,1,5,0.46015,0.009634,0.019368,8.3422,-1.7447401,-9,-5
1350,4768,Politics,Political system > Political dysfunction > Political corruption,Political corruption,4,What causes political corruption?,7.871123,6.985496,11.811268,2.950894,1.083182,1.109986,2,2,0.026805,0.010792,0.015064,8.270048,-1.8463547,-8,-8
1351,4768,Politics,Political system > Political dysfunction > Proxy politics,Proxy politics,4,What is proxy politics?,8.567369,7.202009,9.47047,2.932022,1.403611,2.14445,6,14,0.740839,0.013984,0.029103,8.187135,-1.7887534,-4,4
1352,4768,Politics,Levels of politics > Macropolitics,Macropolitics,3,What is macropolitics?,8.508552,8.493506,6.118967,0.525133,0.165047,0.0,2,0,-0.165047,0.001644,0.0,8.169626,-1.709893,-8,-10
1353,4768,Politics,Levels of politics > Mesopolitics,Mesopolitics,3,What is mesopolitics?,6.805864,6.867428,10.840866,1.57449,0.0,0.0,0,0,0.0,0.0,0.0,8.22282,-1.7968754,-10,-10
1354,4768,Politics,Levels of politics > Micropolitics,Micropolitics,3,What is micropolitics?,5.911574,9.14347,10.418312,2.580956,1.169457,1.241668,3,3,0.072211,0.011651,0.016851,8.212939,-1.7878803,-7,-7
1355,4768,Politics,Political values > Democracy,Democracy,3,What makes a government democratic?,3.744534,7.20257,6.910513,2.734597,0.0,0.0,0,0,0.0,0.0,0.0,8.368915,-1.8808082,-10,-10
1356,4768,Politics,Political values > Democracy > Aggregation,Aggregation,4,How does democratic aggregation work?,0.977424,9.556315,6.344476,-0.356486,0.0,0.0,0,0,0.0,0.0,0.0,8.464742,-1.737001,-10,-10
1357,4768,Politics,Political values > Democracy > Polyarchy,Polyarchy,4,What is polyarchy?,-0.658723,7.488662,5.38026,0.293805,0.0,0.0,0,0,0.0,0.0,0.0,8.51992,-1.714187,-10,-10
1358,4768,Politics,Political values > Democracy > Deliberation,Deliberation,4,What is deliberative democracy?,0.85017,8.105117,6.446758,0.939675,0.0,0.0,0,0,0.0,0.0,0.0,8.3517475,-1.8976318,-10,-10
1359,4768,Politics,Political values > Equality,Equality,3,What does political equality mean?,0.950803,8.151106,5.494399,1.000742,0.0,0.0,0,0,0.0,0.0,0.0,9.106834,-0.7708514,-10,-10
1360,4768,Politics,Political values > Equality > Left–right spectrum,Left–right spectrum,4,What is the left-right political spectrum?,-0.296436,6.10542,5.376753,0.443175,0.043586,1.111478,1,3,1.067892,0.000434,0.015084,8.518263,-1.5381855,-9,-7
1361,4768,Politics,Political values > Freedom,Freedom,3,What does political freedom mean?,1.783638,8.23568,6.121149,2.181882,1.074005,0.0,2,0,-1.074005,0.0107,0.0,8.349519,-1.85881,-8,-10
1362,4768,Politics,Political values > Freedom > Authoritarianism and libertarianism,Authoritarianism and libertarianism,4,What's the difference between authoritarianism and libertarianism?,1.540926,9.017087,6.524363,-0.334996,0.2246,0.0,2,0,-0.2246,0.002238,0.0,8.714965,-1.5014586,-8,-10
1363,4879,Psychology,Introduction,Introduction,0,What is psychology?,0.974584,7.685388,5.141176,1.870798,0.0,0.0,0,0,0.0,0.0,0.0,8.461457,4.6988635,-10,-10
1364,4879,Psychology,Etymology and definitions,Etymology and definitions,2,Where does the word psychology come from?,-0.438093,6.879454,5.089353,1.483614,0.0,1.35873,0,4,1.35873,0.0,0.01844,7.074751,4.1249914,-10,-6
1365,4879,Psychology,History,History,2,How did psychology develop as a field of study?,-0.332104,7.172803,5.222221,0.299863,0.0,0.0,0,0,0.0,0.0,0.0,8.603692,4.434632,-10,-10
1366,4879,Psychology,History > Beginning of experimental psychology,Beginning of experimental psychology,3,When did psychology become an experimental science?,0.220916,6.662237,11.702836,2.424209,1.384484,0.962194,5,1,-0.422289,0.013793,0.013058,8.780128,4.7143807,-5,-9
1367,4879,Psychology,History > Consolidation and funding,Consolidation and funding,3,How did psychology become established as an academic discipline?,7.058385,6.585589,6.738937,-0.301039,0.0,1.253351,0,5,1.253351,0.0,0.01701,8.768171,4.62231,-10,-5
1368,4879,Psychology,History > Women in psychology > 1900–1949,1900–1949,4,What role did women play in early psychology?,3.510775,8.629097,9.054144,3.119332,4.724025,1.456046,39,8,-3.267979,0.047065,0.019761,8.923783,4.510894,29,-2
1369,4879,Psychology,History > Women in psychology > 1950–1999,1950–1999,4,How did women's contributions to psychology change in the second half of the 20th century?,8.203548,8.325154,9.743604,2.377271,0.97752,1.068746,1,3,0.091226,0.009739,0.014504,8.922637,4.4155765,-9,-7
1370,4879,Psychology,History > Women in psychology > 21st century,21st century,4,What is the status of women in psychology today?,5.931059,9.021604,9.391123,2.842703,4.535475,4.837762,39,41,0.302286,0.045186,0.065655,8.525827,4.769869,29,31
1371,4879,Psychology,Disciplinary organizations > Institutions,Institutions,3,What are the major psychology organizations and institutions?,7.085559,7.776349,10.091283,2.303266,0.0,0.963499,0,1,0.963499,0.0,0.013076,8.639351,4.6985755,-10,-9
1372,4879,Psychology,Disciplinary organizations > Boundaries,Boundaries,3,How does psychology relate to other scientific disciplines?,6.724329,6.096278,6.425618,-0.321731,3.758111,2.313231,26,19,-1.44488,0.037441,0.031394,8.716084,4.685592,16,9
1373,4879,Psychology,Major schools of thought > Biological,Biological,3,How does biology influence human behavior and mental processes?,3.766804,9.191405,12.259768,0.899807,0.968604,1.041694,1,2,0.07309,0.00965,0.014137,8.984588,4.5835595,-9,-8
1374,4879,Psychology,Major schools of thought > Behaviorist,Behaviorist,3,What is behaviorism in psychology?,7.301809,7.486973,11.583858,2.482511,24.349075,4.934451,126,38,-19.414624,0.242585,0.066968,8.907822,4.6132584,116,28
1375,4879,Psychology,Major schools of thought > Cognitive,Cognitive,3,How do cognitive psychologists study the mind?,6.833349,6.457981,7.533313,0.260847,1.064511,1.430978,2,8,0.366467,0.010606,0.01942,8.658696,4.602425,-8,-2
1376,4879,Psychology,Major schools of thought > Social,Social,3,What does social psychology study?,2.118055,9.501855,6.258092,-0.824109,1.375475,0.964755,6,1,-0.41072,0.013704,0.013093,8.619491,4.7091928,-4,-9
1377,4879,Psychology,Major schools of thought > Psychoanalytic,Psychoanalytic,3,What are the main ideas of psychoanalytic theory?,6.98974,9.25493,10.576603,2.992978,0.963142,1.005904,1,2,0.042761,0.009596,0.013652,8.622798,4.644451,-9,-8
1378,4879,Psychology,Major schools of thought > Existential-humanistic,Existential-humanistic,3,What is humanistic psychology?,1.324286,9.839816,7.52815,-0.481665,1.429231,0.961002,4,1,-0.468229,0.014239,0.013042,8.923622,4.3721056,-6,-9
1379,4879,Psychology,Themes > Personality,Personality,3,How do psychologists understand personality?,7.547198,6.068882,13.017661,1.037073,1.115112,1.336701,2,3,0.22159,0.01111,0.018141,9.063099,4.5626264,-8,-7
1380,4879,Psychology,Themes > Unconscious mind,Unconscious mind,3,What is the unconscious mind?,7.387227,6.835489,11.308222,2.54425,1.869818,2.401826,12,14,0.532007,0.018629,0.032596,8.754804,4.6264286,2,4
1381,4879,Psychology,Themes > Motivation,Motivation,3,What drives human motivation?,6.928327,7.498808,12.722164,2.979925,2.02795,1.880108,12,11,-0.147842,0.020204,0.025516,9.189469,4.6588454,2,1
1382,4879,Psychology,Themes > Development psychology,Development psychology,3,How do people change psychologically as they grow?,-0.260967,6.121586,12.703172,2.600541,8.398378,2.920932,65,22,-5.477446,0.083671,0.039641,8.585883,4.545851,55,12
1383,4879,Psychology,Themes > Genes and environment,Genes and environment,3,How do genetics and environment shape who we are?,1.457298,10.156645,13.073731,1.293382,1.115787,1.505447,3,9,0.389661,0.011116,0.020431,8.864981,4.9100323,-7,-1
1384,4879,Psychology,Applications > Psychological testing,Psychological testing,3,How do psychologists measure mental abilities and traits?,5.996885,5.762144,13.036819,2.700918,2.342394,1.644496,17,9,-0.697898,0.023337,0.022318,8.816547,4.6185713,7,-1
1385,4879,Psychology,Applications > Mental health care,Mental health care,3,How is psychology used to treat mental illness?,7.898345,7.424696,3.516964,1.407655,1.522111,2.526221,8,21,1.00411,0.015165,0.034284,8.535577,4.7713304,-2,11
1386,4879,Psychology,Applications > Education,Education,3,How is psychology applied in schools and learning?,2.184722,9.951456,8.18642,0.054556,0.966253,0.957572,1,1,-0.008681,0.009627,0.012996,8.664353,4.526947,-9,-9
1387,4879,Psychology,Applications > Work,Work,3,How is psychology used in the workplace?,7.201645,6.481735,12.456154,1.209131,1.295761,1.339299,6,7,0.043538,0.012909,0.018176,8.579034,4.771985,-4,-3
1388,4879,Psychology,Applications > Military and intelligence,Military and intelligence,3,How do military and intelligence agencies use psychology?,8.493668,8.48476,3.339555,1.349895,0.968477,1.141405,1,4,0.172928,0.009649,0.015491,8.616987,4.7854285,-9,-6
1389,4879,Psychology,"Applications > Health, well-being, and social change > Social change",Social change,4,How can psychology help create positive social change?,4.49877,7.982091,9.681788,3.668927,5.697391,5.044908,46,33,-0.652484,0.056762,0.068467,8.858882,4.295279,36,23
1390,4879,Psychology,"Applications > Health, well-being, and social change > Medical applications",Medical applications,4,How is psychology used in medicine and healthcare?,-0.65684,7.286417,12.411545,2.507901,1.070631,13.752819,2,83,12.682187,0.010666,0.186646,8.595583,4.752681,-8,73
1391,4879,Psychology,"Applications > Health, well-being, and social change > Worker health, safety and wellbeing","Worker health, safety and wellbeing",4,How does psychology improve workplace safety and employee wellbeing?,8.307341,6.835453,12.252413,3.164792,1.618609,2.398327,8,14,0.779718,0.016126,0.032549,8.570407,4.7407913,-2,4
1392,4879,Psychology,"Applications > Health, well-being, and social change > Occupational health psychology",Occupational health psychology,4,What is occupational health psychology?,5.881223,9.15553,10.56632,2.656229,1.215985,1.423193,3,5,0.207208,0.012115,0.019315,8.602426,4.771119,-7,-5
1393,4879,Psychology,Research methods,Research methods,2,How do psychologists conduct research?,7.771649,7.014572,12.553618,3.119289,1.242969,0.969522,4,1,-0.273447,0.012383,0.013158,8.181699,5.5730076,-6,-9
1394,4879,Psychology,Research methods > Controlled experiments,Controlled experiments,3,How do psychologists use experiments to test hypotheses?,4.674607,8.88193,12.177848,1.852247,1.064451,1.022745,3,2,-0.041707,0.010605,0.01388,8.185964,5.5816965,-7,-8
1395,4879,Psychology,Research methods > Other types of studies,Other types of studies,3,What research methods do psychologists use besides experiments?,7.341934,6.561372,12.916859,2.527452,1.935616,5.65587,13,39,3.720253,0.019284,0.076758,8.20311,5.59761,3,29
1396,4879,Psychology,Research methods > Direct brain observation/manipulation,Direct brain observation/manipulation,3,How do researchers study the brain directly?,6.607834,5.824244,12.500099,3.197848,1.200993,1.632519,5,9,0.431525,0.011965,0.022156,8.518767,4.53758,-5,-1
1397,4879,Psychology,Research methods > Computer simulation,Computer simulation,3,Can computers simulate human psychology?,5.443492,8.768527,11.369285,0.919489,1.338497,1.068753,5,3,-0.269744,0.013335,0.014505,8.057559,7.0194054,-5,-7
1398,4879,Psychology,Research methods > Animal studies,Animal studies,3,Why do psychologists study animals?,1.294829,9.330357,6.031669,0.664028,3.959101,7.964672,29,64,4.005571,0.039444,0.108092,8.914447,4.6587324,19,54
1399,4879,Psychology,Research methods > Qualitative research,Qualitative research,3,How do qualitative methods work in psychology research?,5.522361,5.408085,6.362761,-0.575548,2.039828,11.92166,12,75,9.881831,0.020322,0.161794,8.122472,5.2283897,2,65
1400,4879,Psychology,Research methods > Program evaluation,Program evaluation,3,How do psychologists evaluate whether programs and interventions work?,-0.702195,6.303566,6.27698,1.386202,0.950118,0.0,1,0,-0.950118,0.009466,0.0,7.204956,-1.6794401,-9,-10
1401,4879,Psychology,Contemporary issues > Metascience,Metascience,3,What issues does psychology face as a science?,4.334275,7.711598,8.463295,2.735432,2.990096,1.938221,26,13,-1.051875,0.02979,0.026304,8.376571,4.992652,16,3
1402,4879,Psychology,Contemporary issues > Metascience > Confirmation bias,Confirmation bias,4,How does confirmation bias affect psychological research?,1.791967,9.268355,6.112761,-0.150449,1.251546,5.244861,3,42,3.993315,0.012469,0.07118,8.430652,5.0581765,-7,32
1403,4879,Psychology,Contemporary issues > Metascience > Replication,Replication,4,Can psychology studies be replicated?,7.181318,7.564544,12.301922,2.935951,2.068993,2.59039,9,15,0.521397,0.020613,0.035155,8.361275,5.0926204,-1,5
1404,4879,Psychology,Contemporary issues > Metascience > Misuse of statistics,Misuse of statistics,4,How are statistics misused in psychology research?,2.045714,8.909943,6.310867,-0.045277,3.127226,4.046024,21,35,0.918798,0.031156,0.05491,8.336305,5.362731,11,25
1405,4879,Psychology,Contemporary issues > WEIRD bias,WEIRD bias,3,Why is most psychology research based on Western populations?,2.720287,9.091413,7.601233,1.32208,1.103552,1.635315,3,11,0.531763,0.010994,0.022194,8.529295,4.9591894,-7,1
1406,4879,Psychology,Contemporary issues > STRANGE bias,STRANGE bias,3,What is STRANGE bias in psychology research?,4.008876,7.18005,12.834855,3.611492,1.641858,1.349841,10,6,-0.292017,0.016358,0.018319,8.57955,4.943843,0,-4
1407,4879,Psychology,Contemporary issues > Unscientific mental health training,Unscientific mental health training,3,Are all mental health practitioners trained in scientific methods?,7.015685,6.135102,12.351419,1.757789,1.19764,4.848303,4,25,3.650664,0.011932,0.065798,8.361648,4.9915123,-6,15
1408,4879,Psychology,Ethics,Ethics,2,What ethical principles guide psychological research and practice?,7.136752,7.243284,12.872293,1.555925,1.31733,1.028529,3,2,-0.288801,0.013124,0.013959,8.783925,4.5075617,-7,-8
1409,4879,Psychology,Ethics > Ethics with Humans,Ethics with Humans,3,What are the ethical rules for research with human participants?,7.752546,7.474039,12.033164,2.915039,25.512521,3.368212,120,20,-22.144309,0.254176,0.045712,8.1554575,4.094766,110,10
1410,4879,Psychology,Ethics > Ethics with other animals,Ethics with other animals,3,What ethical guidelines apply to animal research in psychology?,2.575416,8.458641,6.554123,-0.360479,1.222098,11.781261,5,87,10.559163,0.012176,0.159889,8.857571,4.56236,-5,77
1411,5024,Reproduction,Introduction,Introduction,0,What is reproduction?,0.971696,7.376034,7.098323,3.370867,0.0,0.0,0,0,0.0,0.0,0.0,0.95599663,1.4382137,-10,-10
1412,5024,Reproduction,Methods > Asexual,Asexual,3,How does asexual reproduction work?,0.780589,7.227445,3.797684,1.601561,0.0,0.0,0,0,0.0,0.0,0.0,0.9078212,1.4211178,-10,-10
1413,5024,Reproduction,Methods > Sexual,Sexual,3,How do organisms reproduce sexually?,6.42874,6.131835,10.459389,0.501223,0.0,0.0,0,0,0.0,0.0,0.0,0.8684183,1.4426807,-10,-10
1414,5024,Reproduction,Methods > Sexual > Allogamy,Allogamy,4,What is allogamy in reproduction?,8.119172,7.571016,12.745461,2.852407,1.06453,1.134313,2,3,0.069784,0.010606,0.015394,0.96704674,1.3726095,-8,-7
1415,5024,Reproduction,Methods > Sexual > Autogamy,Autogamy,4,What is autogamy?,5.033076,7.44422,6.495469,0.392123,1.038383,0.969602,2,1,-0.068781,0.010345,0.013159,0.9495623,1.3652012,-8,-9
1416,5024,Reproduction,Methods > Sexual > Mitosis and meiosis,Mitosis and meiosis,4,What's the difference between mitosis and meiosis?,6.888903,6.539296,10.948867,1.046905,1.282078,1.081782,4,2,-0.200296,0.012773,0.014681,0.75353277,1.74287,-6,-8
1417,5024,Reproduction,Methods > Sexual > Gametogenesis,Gametogenesis,4,How are gametes formed?,7.323593,8.692553,11.853447,2.632446,1.108251,1.060489,2,2,-0.047761,0.011041,0.014392,0.8356741,1.5065558,-8,-8
1418,5024,Reproduction,Methods > Same-sex,Same-sex,3,Can same-sex organisms reproduce together?,1.856515,10.174596,6.992372,-0.299631,1.228456,1.128218,5,3,-0.100238,0.012239,0.015312,0.82910734,1.4142139,-5,-7
1419,5024,Reproduction,Strategies,Strategies,2,What reproductive strategies do organisms use?,0.888708,9.109846,9.086296,0.387826,0.0,0.0,0,0,0.0,0.0,0.0,1.0179087,1.3325827,-10,-10
1420,5024,Reproduction,Strategies > Other types,Other types,3,Are there unusual reproductive strategies in nature?,1.804073,8.848973,9.103022,3.512738,1.172096,1.08257,4,3,-0.089526,0.011677,0.014692,0.9215559,1.4476978,-6,-7
1421,5024,Reproduction,Asexual vs. sexual reproduction,Asexual vs. sexual reproduction,2,Why do some organisms reproduce sexually while others reproduce asexually?,6.557258,6.235974,12.972343,0.671747,0.961936,1.135274,1,3,0.173337,0.009584,0.015407,0.9290457,1.3777691,-9,-7
1422,5024,Reproduction,Life without,Life without,2,Can life exist without reproduction?,6.891992,8.407363,9.846571,-0.163997,1.540539,1.293216,7,5,-0.247323,0.015348,0.017551,1.5645375,2.214941,-3,-5
1423,5024,Reproduction,Lottery principle,Lottery principle,2,What is the lottery principle in reproduction?,2.184126,9.015827,6.857719,2.142118,1.758708,1.24378,12,5,-0.514927,0.017522,0.01688,0.9947511,1.3358793,2,-5
1424,5448,Solar System,Introduction,Introduction,0,What is the Solar System?,6.802811,7.196024,12.368436,0.843717,21.797536,12.378378,98,60,-9.419158,0.217165,0.167993,1.557953,5.3058686,88,50
1425,5448,Solar System,Definition,Definition,2,How do astronomers define the Solar System?,-0.329522,7.661419,11.68095,1.293802,1.132811,1.053259,3,2,-0.079552,0.011286,0.014294,1.5398229,5.3767605,-7,-8
1426,5448,Solar System,Formation and evolution > Past,Past,3,How did the Solar System form?,6.849912,5.406569,11.635516,-0.105062,0.0,0.0,0,0,0.0,0.0,0.0,1.7274119,4.9865127,-10,-10
1427,5448,Solar System,Formation and evolution > Present and future,Present and future,3,What will happen to the Solar System in the future?,-0.519163,6.597875,7.2879,0.819592,7.65882,0.0,55,0,-7.65882,0.076303,0.0,1.9821676,5.112314,45,-10
1428,5448,Solar System,General characteristics,General characteristics,2,What are the main features of the Solar System?,-0.730483,7.612477,7.158634,1.959963,1.178473,0.0,3,0,-1.178473,0.011741,0.0,1.555188,5.3928204,-7,-10
1429,5448,Solar System,General characteristics > Composition,Composition,3,What is the Solar System made of?,3.23774,8.349359,7.593538,3.431666,0.0,0.0,0,0,0.0,0.0,0.0,1.6444383,5.3252435,-10,-10
1430,5448,Solar System,General characteristics > Orbits,Orbits,3,How do planets orbit around the Sun?,0.516318,6.933966,7.832565,0.910507,5.843484,0.0,33,0,-5.843484,0.058218,0.0,1.5201168,5.2942567,23,-10
1431,5448,Solar System,General characteristics > Distances and scales,Distances and scales,3,How big is the Solar System?,1.053063,8.040378,7.604784,0.944919,0.0,0.0,0,0,0.0,0.0,0.0,1.6863371,5.271455,-10,-10
1432,5448,Solar System,General characteristics > Habitability,Habitability,3,Which parts of the Solar System could support life?,-0.421559,6.243571,5.655186,0.2101,1.069883,0.0,2,0,-1.069883,0.010659,0.0,1.9300405,4.928759,-8,-10
1433,5448,Solar System,General characteristics > Comparison with extrasolar systems,Comparison with extrasolar systems,3,How does our Solar System compare to other star systems?,0.755669,9.860756,8.667056,0.649886,5.205303,1.075824,36,3,-4.129479,0.051859,0.0146,1.5550905,5.34722,26,-7
1434,5448,Solar System,Sun,Sun,2,What is the Sun and why is it important?,-0.772651,6.777824,8.267612,0.71997,0.0,0.0,0,0,0.0,0.0,0.0,2.0153406,5.116737,-10,-10
1435,5448,Solar System,Inner Solar System,Inner Solar System,2,What makes up the inner Solar System?,0.56114,7.268652,6.485224,2.501711,0.0,0.0,0,0,0.0,0.0,0.0,1.54365,5.3747096,-10,-10
1436,5448,Solar System,Inner Solar System > Inner planets,Inner planets,3,Which planets are closest to the Sun?,7.184213,7.019319,7.105053,0.330853,1.919835,0.0,5,0,-1.919835,0.019127,0.0,1.8714904,4.3081923,-5,-10
1437,5448,Solar System,Inner Solar System > Asteroids,Asteroids,3,What are asteroids?,7.360871,5.299713,9.011101,0.262989,1.337334,0.0,4,0,-1.337334,0.013324,0.0,1.4436401,5.283434,-6,-10
1438,5448,Solar System,Inner Solar System > Asteroids > Asteroid belt,Asteroid belt,4,Where is the asteroid belt located?,8.205281,6.327735,8.286872,0.081524,2.096057,0.418446,8,2,-1.67761,0.020883,0.005679,1.4874771,5.4136386,-2,-8
1439,5448,Solar System,Outer Solar System,Outer Solar System,2,What lies in the outer Solar System?,1.609994,7.562011,11.841318,-0.244525,0.0,0.0,0,0,0.0,0.0,0.0,1.5929853,5.35331,-10,-10
1440,5448,Solar System,Outer Solar System > Outer planets,Outer planets,3,Which planets are in the outer Solar System?,6.983903,7.258029,6.465635,-0.784689,1.802898,0.0,5,0,-1.802898,0.017962,0.0,1.5584137,5.289711,-5,-10
1441,5448,Solar System,Outer Solar System > Centaurs,Centaurs,3,What are centaurs in space?,8.45317,6.741516,12.036414,0.244848,0.972638,0.0,1,0,-0.972638,0.00969,0.0,1.4439139,5.433273,-9,-10
1442,5448,Solar System,Trans-Neptunian region,Trans-Neptunian region,2,What exists beyond Neptune?,0.494291,7.438027,6.923934,2.963243,0.0,0.0,0,0,0.0,0.0,0.0,1.5047213,5.453122,-10,-10
1443,5448,Solar System,Trans-Neptunian region > Kuiper belt,Kuiper belt,3,What is the Kuiper belt?,7.33352,4.880134,7.781125,0.753394,0.0,0.0,0,0,0.0,0.0,0.0,1.4677659,5.429322,-10,-10
1444,5448,Solar System,Trans-Neptunian region > Scattered disc,Scattered disc,3,What is the scattered disc?,6.312386,7.340042,7.826467,0.951392,0.0,0.0,0,0,0.0,0.0,0.0,1.4650574,5.4429216,-10,-10
1445,5448,Solar System,Trans-Neptunian region > Extreme trans-Neptunian objects,Extreme trans-Neptunian objects,3,What are extreme trans-Neptunian objects?,7.272337,7.98517,6.853445,-1.009892,1.026524,1.318696,2,4,0.292172,0.010227,0.017897,1.4935538,5.4542265,-8,-6
1446,5448,Solar System,Trans-Neptunian region > Oort cloud,Oort cloud,3,What is the Oort cloud?,6.875738,5.543772,7.845791,3.488253,0.0,0.0,0,0,0.0,0.0,0.0,1.5002121,5.418559,-10,-10
1447,5448,Solar System,"Gravitationally unstable populations > Meteoroids, meteors and dust","Meteoroids, meteors and dust",3,What are meteoroids and meteors?,-0.282887,7.58467,6.968535,0.6438,1.517005,6.139914,7,35,4.622909,0.015114,0.083328,1.457518,5.3340874,-3,25
1448,5448,Solar System,Gravitationally unstable populations > Comets,Comets,3,Where do comets come from?,-0.415372,6.955969,10.840227,2.573593,0.0,0.0,0,0,0.0,0.0,0.0,1.4773719,5.4130692,-10,-10
1449,5448,Solar System,Boundary region and uncertainties,Boundary region and uncertainties,2,Where does the Solar System end?,7.02358,5.876488,11.875608,0.883759,14.803441,1.523751,73,8,-13.279691,0.147484,0.02068,1.6026727,5.393849,63,-2
1450,5448,Solar System,Boundary region and uncertainties > Edge of the heliosphere,Edge of the heliosphere,3,What is the heliosphere and where does it end?,-0.475224,6.539054,8.231192,0.252155,0.975853,0.0,1,0,-0.975853,0.009722,0.0,1.869338,5.0165005,-9,-10
1451,5448,Solar System,Celestial neighborhood,Celestial neighborhood,2,What stars and objects are near our Solar System?,7.92539,6.056398,6.966283,0.657937,0.961766,0.0,1,0,-0.961766,0.009582,0.0,1.7063497,5.286395,-9,-10
